ds,NIFTY50,BANK,IT,VIX
2018-03-20,10124.349609375,24168.19921875,12609.099609375,15.609999656677246
2018-03-21,10155.25,24255.599609375,12608.849609375,15.109999656677246
2018-03-22,10114.75,24141.5,12489.599609375,15.25
2018-03-23,9998.0498046875,23670.400390625,12541.099609375,15.550000190734863
2018-03-26,10130.650390625,24244.349609375,12462.400390625,15.199999809265137
2018-03-27,10184.150390625,24434.150390625,12518.2001953125,15.550000190734863
2018-03-28,10113.7001953125,24263.349609375,12511.5498046875,15.760000228881836
2018-04-02,10211.7998046875,24328.5,12707.099609375,15.350000381469727
2018-04-03,10245.0,24510.599609375,12615.4501953125,15.1899995803833
2018-04-04,10128.400390625,24129.5,12490.849609375,16.34000015258789
2018-04-05,10325.150390625,24759.80078125,12682.5498046875,14.800000190734863
2018-04-06,10331.599609375,24873.150390625,12603.349609375,14.75
2018-04-09,10379.349609375,25093.80078125,12531.2001953125,14.869999885559082
2018-04-10,10402.25,25226.80078125,12576.5498046875,14.5
2018-04-11,10417.150390625,25098.25,12759.099609375,14.720000267028809
2018-04-12,10458.650390625,25195.099609375,13168.2001953125,14.5600004196167
2018-04-13,10480.599609375,25200.599609375,13260.4501953125,14.140000343322754
2018-04-16,10528.349609375,25320.849609375,13203.099609375,14.260000228881836
2018-04-17,10548.7001953125,25334.44921875,13162.2998046875,14.039999961853027
2018-04-18,10526.2001953125,25102.30078125,13124.0,14.109999656677246
2018-04-19,10565.2998046875,25126.150390625,13273.4501953125,13.75
2018-04-20,10564.0498046875,24943.849609375,13910.349609375,12.9399995803833
2018-04-23,10584.7001953125,24960.650390625,14013.9501953125,13.149999618530273
2018-04-24,10614.349609375,25042.099609375,13734.7998046875,11.899999618530273
2018-04-25,10570.5498046875,24814.400390625,13892.400390625,12.399999618530273
2018-04-26,10617.7998046875,25010.900390625,14026.650390625,12.039999961853027
2018-04-27,10692.2998046875,25394.599609375,13794.900390625,12.020000457763672
2018-04-30,10739.349609375,25531.599609375,13986.25,12.359999656677246
2018-05-02,10718.0498046875,25568.30078125,13754.2998046875,12.84000015258789
2018-05-03,10679.650390625,25605.25,13473.9501953125,12.989999771118164
2018-05-04,10618.25,25645.400390625,13453.2998046875,13.25
2018-05-07,10715.5,25852.05078125,13424.900390625,13.760000228881836
2018-05-08,10717.7998046875,26090.5,13379.650390625,14.0600004196167
2018-05-09,10741.7001953125,26154.44921875,13453.400390625,14.270000457763672
2018-05-10,10716.5498046875,26131.0,13427.2998046875,14.430000305175781
2018-05-11,10806.5,26413.150390625,13478.599609375,13.979999542236328
2018-05-14,10806.599609375,26475.150390625,13446.150390625,14.25
2018-05-15,10801.849609375,26474.0,13504.9501953125,13.170000076293945
2018-05-16,10741.099609375,26182.150390625,13525.599609375,13.4399995803833
2018-05-17,10682.7001953125,26073.80078125,13504.75,13.40999984741211
2018-05-18,10596.400390625,25875.599609375,13459.150390625,14.149999618530273
2018-05-21,10516.7001953125,25750.80078125,13483.849609375,14.40999984741211
2018-05-22,10536.7001953125,25777.69921875,13484.5498046875,13.600000381469727
2018-05-23,10430.349609375,25684.94921875,13464.349609375,14.15999984741211
2018-05-24,10513.849609375,26016.80078125,13775.7001953125,13.149999618530273
2018-05-25,10605.150390625,26273.55078125,13762.349609375,12.649999618530273
2018-05-28,10688.650390625,26614.25,13497.7001953125,13.0600004196167
2018-05-29,10633.2998046875,26254.80078125,13561.0498046875,13.069999694824219
2018-05-30,10614.349609375,26327.80078125,13557.7001953125,13.40999984741211
2018-05-31,10736.150390625,26956.19921875,13666.0,13.220000267028809
2018-06-01,10696.2001953125,26692.80078125,13558.5498046875,13.569999694824219
2018-06-04,10628.5,26257.55078125,13595.099609375,13.880000114440918
2018-06-05,10593.150390625,26251.0,13408.900390625,13.319999694824219
2018-06-06,10684.650390625,26367.599609375,13528.7998046875,12.550000190734863
2018-06-07,10768.349609375,26517.80078125,13683.75,12.779999732971191
2018-06-08,10767.650390625,26451.349609375,13769.7998046875,12.699999809265137
2018-06-11,10786.9501953125,26453.55078125,13775.099609375,13.180000305175781
2018-06-12,10842.849609375,26607.099609375,13859.849609375,12.729999542236328
2018-06-13,10856.7001953125,26642.80078125,14034.150390625,12.640000343322754
2018-06-14,10808.0498046875,26562.25,13825.400390625,12.100000381469727
2018-06-15,10817.7001953125,26417.400390625,14121.5,12.069999694824219
2018-06-18,10799.849609375,26409.30078125,14024.2001953125,12.380000114440918
2018-06-19,10710.4501953125,26265.75,13849.4501953125,12.920000076293945
2018-06-20,10772.0498046875,26557.69921875,13810.900390625,12.170000076293945
2018-06-21,10741.099609375,26496.94921875,13771.7001953125,12.449999809265137
2018-06-22,10821.849609375,26766.849609375,13777.099609375,12.020000457763672
2018-06-25,10762.4501953125,26609.69921875,13865.2001953125,12.579999923706055
2018-06-26,10769.150390625,26601.69921875,13943.5,12.800000190734863
2018-06-27,10671.400390625,26423.400390625,14018.400390625,13.510000228881836
2018-06-28,10589.099609375,26324.599609375,13873.7998046875,13.949999809265137
2018-06-29,10714.2998046875,26364.19921875,13989.5,12.9399995803833
2018-07-02,10657.2998046875,26230.30078125,14072.2998046875,13.369999885559082
2018-07-03,10699.900390625,26204.099609375,14222.5498046875,13.0
2018-07-04,10769.900390625,26433.94921875,14126.150390625,12.65999984741211
2018-07-05,10749.75,26503.30078125,13970.5,12.579999923706055
2018-07-06,10772.650390625,26493.849609375,14015.9501953125,12.4399995803833
2018-07-09,10852.900390625,26753.30078125,14108.849609375,12.390000343322754
2018-07-10,10947.25,26894.55078125,14222.75,12.399999618530273
2018-07-11,10948.2998046875,26816.19921875,14536.4501953125,12.779999732971191
2018-07-12,11023.2001953125,27026.55078125,14515.650390625,12.510000228881836
2018-07-13,11018.900390625,26935.94921875,14534.900390625,12.300000190734863
2018-07-16,10936.849609375,26679.80078125,14617.0498046875,12.949999809265137
2018-07-17,11008.0498046875,27008.099609375,14618.25,12.829999923706055
2018-07-18,10980.4501953125,26880.900390625,14631.7001953125,13.680000305175781
2018-07-19,10957.099609375,26789.650390625,14489.849609375,13.59000015258789
2018-07-20,11010.2001953125,26873.19921875,14701.400390625,13.539999961853027
2018-07-23,11084.75,27008.150390625,14683.2001953125,13.010000228881836
2018-07-24,11134.2998046875,26974.400390625,14663.900390625,12.470000267028809
2018-07-25,11132.0,27031.30078125,14575.349609375,12.210000038146973
2018-07-26,11167.2998046875,27406.400390625,14468.099609375,12.029999732971191
2018-07-27,11278.349609375,27634.400390625,14517.900390625,12.3100004196167
2018-07-30,11319.5498046875,27842.599609375,14420.5498046875,12.59000015258789
2018-07-31,11356.5,27764.150390625,14587.7998046875,12.479999542236328
2018-08-01,11346.2001953125,27596.599609375,14679.349609375,12.529999732971191
2018-08-02,11244.7001953125,27355.94921875,14552.599609375,12.5600004196167
2018-08-03,11360.7998046875,27695.5,14649.099609375,12.079999923706055
2018-08-06,11387.099609375,27898.5,14605.5498046875,12.5600004196167
2018-08-07,11389.4501953125,27875.900390625,14613.75,12.579999923706055
2018-08-08,11450.0,28062.44921875,14608.2001953125,12.539999961853027
2018-08-09,11470.7001953125,28320.0,14603.349609375,12.680000305175781
2018-08-10,11429.5,28124.25,14679.2998046875,12.850000381469727
2018-08-13,11355.75,27794.400390625,14880.25,13.399999618530273
2018-08-14,11435.099609375,28021.69921875,15009.25,13.279999732971191
2018-08-16,11385.0498046875,27826.55078125,15044.349609375,13.649999618530273
2018-08-17,11470.75,28128.55078125,15126.400390625,13.15999984741211
2018-08-20,11551.75,28274.25,14996.099609375,13.029999732971191
2018-08-21,11570.900390625,28257.900390625,15134.650390625,12.899999618530273
2018-08-23,11582.75,28027.900390625,15321.9501953125,12.760000228881836
2018-08-24,11557.099609375,27834.69921875,15260.0498046875,12.40999984741211
2018-08-27,11691.9501953125,28264.19921875,15514.9501953125,12.239999771118164
2018-08-28,11738.5,28269.650390625,15583.0498046875,12.430000305175781
2018-08-29,11691.900390625,28224.099609375,15524.9501953125,12.4399995803833
2018-08-30,11676.7998046875,28103.25,15529.849609375,12.40999984741211
2018-08-31,11680.5,28061.75,15811.400390625,12.600000381469727
2018-09-03,11582.349609375,27819.5,15724.7001953125,13.390000343322754
2018-09-04,11520.2998046875,27430.75,16048.7001953125,13.779999732971191
2018-09-05,11476.9501953125,27376.05078125,16039.900390625,13.649999618530273
2018-09-06,11536.900390625,27468.69921875,16081.650390625,13.720000267028809
2018-09-07,11589.099609375,27481.44921875,16104.7998046875,13.890000343322754
2018-09-10,11438.099609375,27201.75,16105.2998046875,15.199999809265137
2018-09-11,11287.5,26807.5,15993.2001953125,15.329999923706055
2018-09-12,11369.900390625,26819.19921875,16054.0498046875,14.25
2018-09-14,11515.2001953125,27163.849609375,16072.5,13.84000015258789
2018-09-17,11377.75,26820.30078125,16119.7998046875,14.5
2018-09-18,11278.900390625,26441.44921875,16031.0,14.420000076293945
2018-09-19,11234.349609375,26277.349609375,16063.9501953125,14.010000228881836
2018-09-21,11143.099609375,25596.900390625,15833.5,15.539999961853027
2018-09-24,10967.400390625,24970.349609375,16175.2998046875,17.43000030517578
2018-09-25,11067.4501953125,25330.349609375,16234.900390625,16.68000030517578
2018-09-26,11053.7998046875,25376.30078125,15932.4501953125,17.09000015258789
2018-09-27,10977.5498046875,25042.150390625,16018.0,16.920000076293945
2018-09-28,10930.4501953125,25119.849609375,15838.0498046875,17.0
2018-10-01,11008.2998046875,25367.0,16213.599609375,16.84000015258789
2018-10-03,10858.25,25069.900390625,15909.7998046875,18.1200008392334
2018-10-04,10599.25,24819.30078125,15441.099609375,18.920000076293945
2018-10-05,10316.4501953125,24443.44921875,15591.650390625,19.729999542236328
2018-10-08,10348.0498046875,24618.349609375,15305.2001953125,20.149999618530273
2018-10-09,10301.0498046875,24527.650390625,15369.7998046875,19.760000228881836
2018-10-10,10460.099609375,25321.69921875,15143.2001953125,17.90999984741211
2018-10-11,10234.650390625,24783.94921875,14683.0,20.549999237060547
2018-10-12,10472.5,25395.849609375,14539.2001953125,18.6299991607666
2018-10-15,10512.5,25388.05078125,14797.2001953125,18.889999389648438
2018-10-16,10584.75,25589.650390625,14887.349609375,17.3700008392334
2018-10-17,10453.0498046875,25188.599609375,14949.599609375,17.979999542236328
2018-10-19,10303.5498046875,25085.80078125,14476.849609375,19.790000915527344
2018-10-22,10245.25,25078.599609375,14421.4501953125,21.360000610351562
2018-10-23,10146.7998046875,24972.44921875,14014.7001953125,19.040000915527344
2018-10-24,10224.75,25064.19921875,14049.150390625,18.8799991607666
2018-10-25,10124.900390625,24817.44921875,14070.7998046875,18.959999084472656
2018-10-26,10030.0,24421.05078125,13798.599609375,19.229999542236328
2018-10-29,10250.849609375,24959.69921875,14132.650390625,19.829999923706055
2018-10-30,10198.400390625,24807.75,14355.849609375,20.5
2018-10-31,10386.599609375,25153.25,14940.099609375,19.799999237060547
2018-11-01,10380.4501953125,25323.650390625,14622.0,19.190000534057617
2018-11-02,10553.0,25701.650390625,14396.7001953125,18.229999542236328
2018-11-05,10524.0,25732.19921875,14471.75,19.479999542236328
2018-11-06,10530.0,25598.0,14577.2998046875,18.510000228881836
2018-11-07,10598.400390625,25769.69921875,14683.099609375,17.719999313354492
2018-11-09,10585.2001953125,25771.0,14553.25,17.770000457763672
2018-11-12,10482.2001953125,25539.75,14650.5,19.3700008392334
2018-11-13,10582.5,25768.599609375,14698.2001953125,18.700000762939453
2018-11-14,10576.2998046875,25930.150390625,14338.5,18.829999923706055
2018-11-15,10616.7001953125,26154.75,14354.150390625,18.450000762939453
2018-11-16,10682.2001953125,26245.55078125,14473.150390625,18.350000381469727
2018-11-19,10763.400390625,26300.69921875,14599.7998046875,19.260000228881836
2018-11-20,10656.2001953125,26113.349609375,14285.099609375,19.329999923706055
2018-11-21,10600.0498046875,26262.05078125,13879.150390625,19.559999465942383
2018-11-22,10526.75,25999.44921875,13835.7001953125,19.15999984741211
2018-11-26,10628.599609375,26365.599609375,14025.400390625,20.399999618530273
2018-11-27,10685.599609375,26443.099609375,14225.349609375,18.31999969482422
2018-11-28,10728.849609375,26457.94921875,14632.900390625,17.959999084472656
2018-11-29,10858.7001953125,26939.599609375,14465.2998046875,18.700000762939453
2018-11-30,10876.75,26862.94921875,14638.0498046875,19.15999984741211
2018-12-03,10883.75,26857.55078125,14740.400390625,18.219999313354492
2018-12-04,10869.5,26693.80078125,14999.900390625,18.110000610351562
2018-12-05,10782.900390625,26519.599609375,15012.9501953125,18.389999389648438
2018-12-06,10601.150390625,26198.30078125,14693.75,19.309999465942383
2018-12-07,10693.7001953125,26594.30078125,14662.900390625,18.59000015258789
2018-12-10,10488.4501953125,26102.650390625,14419.2001953125,20.440000534057617
2018-12-11,10549.150390625,26163.400390625,14579.599609375,17.950000762939453
2018-12-12,10737.599609375,26643.849609375,14738.5498046875,15.8100004196167
2018-12-13,10791.5498046875,26816.349609375,14841.0,15.550000190734863
2018-12-14,10805.4501953125,26826.0,14851.400390625,15.15999984741211
2018-12-17,10888.349609375,27015.80078125,14873.0498046875,14.539999961853027
2018-12-18,10908.7001953125,27174.69921875,14730.900390625,14.579999923706055
2018-12-19,10967.2998046875,27298.400390625,14591.7998046875,14.65999984741211
2018-12-20,10951.7001953125,27275.099609375,14542.150390625,14.329999923706055
2018-12-21,10754.0,26869.650390625,14207.849609375,15.989999771118164
2018-12-24,10663.5,26714.75,14247.75,15.75
2018-12-26,10729.849609375,26986.80078125,14158.900390625,15.920000076293945
2018-12-27,10779.7998046875,26878.55078125,14354.5,16.06999969482422
2018-12-28,10859.900390625,27125.25,14385.7998046875,15.270000457763672
2018-12-31,10862.5498046875,27160.19921875,14440.2998046875,16.0
2019-01-02,10792.5,27174.69921875,14447.099609375,16.389999389648438
2019-01-03,10672.25,26959.849609375,14322.150390625,16.790000915527344
2019-01-04,10727.349609375,27195.0,14146.150390625,16.15999984741211
2019-01-07,10771.7998046875,27304.55078125,14291.5,16.299999237060547
2019-01-08,10802.150390625,27509.5,14285.7001953125,15.699999809265137
2019-01-09,10855.150390625,27720.400390625,14326.099609375,15.270000457763672
2019-01-10,10821.599609375,27528.55078125,14323.25,15.350000381469727
2019-01-11,10794.9501953125,27453.900390625,14307.099609375,15.350000381469727
2019-01-14,10737.599609375,27248.25,14223.599609375,16.15999984741211
2019-01-15,10886.7998046875,27400.75,14658.5,15.579999923706055
2019-01-16,10890.2998046875,27483.69921875,14707.7998046875,16.079999923706055
2019-01-17,10905.2001953125,27528.75,14800.25,16.239999771118164
2019-01-18,10906.9501953125,27456.69921875,14893.0,16.6200008392334
2019-01-21,10961.849609375,27533.599609375,14966.400390625,18.149999618530273
2019-01-22,10922.75,27482.25,14962.599609375,17.989999771118164
2019-01-23,10831.5,27250.75,14888.75,18.09000015258789
2019-01-24,10849.7998046875,27266.400390625,14971.900390625,17.43000030517578
2019-01-25,10780.5498046875,27115.30078125,15039.2998046875,17.690000534057617
2019-01-28,10661.5498046875,26653.05078125,15120.150390625,18.899999618530273
2019-01-29,10652.2001953125,26573.400390625,15231.2998046875,18.43000030517578
2019-01-30,10651.7998046875,26825.5,15255.2001953125,17.850000381469727
2019-01-31,10830.9501953125,27295.44921875,15499.2998046875,17.1200008392334
2019-02-01,10893.650390625,27085.94921875,15724.2998046875,15.720000267028809
2019-02-04,10912.25,27186.599609375,15754.7998046875,15.720000267028809
2019-02-05,10934.349609375,27271.69921875,15738.7001953125,15.779999732971191
2019-02-06,11062.4501953125,27402.349609375,16055.599609375,15.630000114440918
2019-02-07,11069.400390625,27387.150390625,16085.849609375,15.4399995803833
2019-02-08,10943.599609375,27294.400390625,16019.7998046875,15.569999694824219
2019-02-11,10888.7998046875,27227.80078125,16099.0498046875,15.84000015258789
2019-02-12,10831.400390625,27010.75,15938.650390625,15.75
2019-02-14,10746.0498046875,26970.599609375,15861.650390625,15.770000457763672
2019-02-15,10724.400390625,26794.25,15815.599609375,16.459999084472656
2019-02-18,10640.9501953125,26654.25,15659.0,18.0
2019-02-19,10604.349609375,26684.849609375,15333.5,18.469999313354492
2019-02-20,10735.4501953125,26955.5,15609.4501953125,17.059999465942383
2019-02-21,10789.849609375,27052.400390625,15588.900390625,16.049999237060547
2019-02-22,10791.650390625,26867.55078125,15684.7001953125,15.449999809265137
2019-02-25,10880.099609375,27159.25,16003.7001953125,15.359999656677246
2019-02-26,10835.2998046875,26952.94921875,15989.599609375,17.110000610351562
2019-02-27,10806.650390625,26799.30078125,15902.099609375,18.899999618530273
2019-02-28,10792.5,26789.900390625,15732.0,18.280000686645508
2019-03-01,10863.5,27043.900390625,15848.2998046875,16.270000457763672
2019-03-05,10987.4501953125,27554.05078125,15664.099609375,15.65999984741211
2019-03-06,11053.0,27625.650390625,15735.0498046875,15.609999656677246
2019-03-07,11058.2001953125,27764.599609375,15582.099609375,15.289999961853027
2019-03-08,11035.400390625,27761.80078125,15408.7001953125,14.9399995803833
2019-03-11,11168.0498046875,27966.650390625,15388.5,14.899999618530273
2019-03-12,11301.2001953125,28443.69921875,15384.5498046875,15.100000381469727
2019-03-13,11341.7001953125,28884.30078125,15342.900390625,15.279999732971191
2019-03-14,11343.25,28923.099609375,15260.4501953125,15.149999618530273
2019-03-15,11426.849609375,29381.44921875,15546.599609375,15.869999885559082
2019-03-18,11462.2001953125,29596.099609375,15359.4501953125,16.899999618530273
2019-03-19,11532.400390625,29767.849609375,15495.5498046875,16.489999771118164
2019-03-20,11521.0498046875,29832.19921875,15599.25,16.030000686645508
2019-03-22,11456.900390625,29582.5,15551.099609375,16.270000457763672
2019-03-25,11354.25,29281.19921875,15416.849609375,16.670000076293945
2019-03-26,11483.25,29882.150390625,15356.599609375,16.489999771118164
2019-03-27,11445.0498046875,30019.80078125,15339.400390625,17.049999237060547
2019-03-28,11570.0,30420.55078125,15566.75,16.649999618530273
2019-04-01,11669.150390625,30326.5,15840.650390625,18.010000228881836
2019-04-02,11713.2001953125,30354.25,15988.400390625,18.079999923706055
2019-04-03,11643.9501953125,30093.30078125,15962.9501953125,18.780000686645508
2019-04-04,11598.0,29904.900390625,15744.7998046875,18.649999618530273
2019-04-05,11665.9501953125,30084.650390625,15923.0498046875,18.389999389648438
2019-04-08,11604.5,29845.30078125,16028.25,20.149999618530273
2019-04-09,11671.9501953125,30113.849609375,16121.599609375,20.280000686645508
2019-04-10,11584.2998046875,29803.5,15999.150390625,21.1299991607666
2019-04-11,11596.7001953125,29786.099609375,15874.75,20.959999084472656
2019-04-12,11643.4501953125,29938.55078125,15911.099609375,21.0
2019-04-15,11690.349609375,30104.25,16113.7001953125,21.389999389648438
2019-04-16,11787.150390625,30531.349609375,16084.900390625,21.690000534057617
2019-04-18,11752.7998046875,30223.400390625,16079.2998046875,22.739999771118164
2019-04-22,11594.4501953125,29687.94921875,16150.599609375,24.049999237060547
2019-04-23,11575.9501953125,29479.69921875,16166.2998046875,24.649999618530273
2019-04-24,11726.150390625,29860.80078125,16370.349609375,23.709999084472656
2019-04-25,11641.7998046875,29561.349609375,16352.7998046875,23.229999542236328
2019-04-26,11754.650390625,30013.5,16504.44921875,21.719999313354492
2019-04-30,11748.150390625,29764.80078125,16705.400390625,21.829999923706055
2019-05-02,11724.75,29708.599609375,16403.69921875,22.979999542236328
2019-05-03,11712.25,29954.150390625,16092.9501953125,24.030000686645508
2019-05-06,11598.25,29618.44921875,16111.349609375,26.43000030517578
2019-05-07,11497.900390625,29288.19921875,16135.75,26.479999542236328
2019-05-08,11359.4501953125,28994.400390625,16061.599609375,26.3700008392334
2019-05-09,11301.7998046875,28884.599609375,16132.849609375,25.489999771118164
2019-05-10,11278.900390625,29040.5,15949.599609375,26.34000015258789
2019-05-13,11148.2001953125,28659.94921875,15955.2998046875,27.3799991607666
2019-05-14,11222.0498046875,28829.19921875,15762.75,27.1299991607666
2019-05-15,11157.0,28616.44921875,15776.7998046875,28.65999984741211
2019-05-16,11257.099609375,28855.30078125,15934.0,28.3700008392334
2019-05-17,11407.150390625,29450.150390625,15843.400390625,28.079999923706055
2019-05-20,11828.25,30759.69921875,15968.2001953125,23.68000030517578
2019-05-21,11709.099609375,30308.400390625,15766.9501953125,25.649999618530273
2019-05-22,11737.900390625,30526.80078125,15666.150390625,27.6299991607666
2019-05-23,11657.0498046875,30409.099609375,15538.849609375,19.40999984741211
2019-05-24,11844.099609375,31212.55078125,15569.849609375,16.469999313354492
2019-05-27,11924.75,31647.650390625,15556.650390625,16.190000534057617
2019-05-28,11928.75,31597.900390625,15762.0498046875,15.920000076293945
2019-05-29,11861.099609375,31295.55078125,15865.599609375,16.40999984741211
2019-05-30,11945.900390625,31537.099609375,15997.349609375,15.609999656677246
2019-05-31,11922.7998046875,31375.400390625,16160.650390625,16.06999969482422
2019-06-03,12088.5498046875,31653.650390625,16360.5498046875,15.970000267028809
2019-06-04,12021.650390625,31589.05078125,16105.2001953125,15.630000114440918
2019-06-06,11843.75,30857.400390625,16012.099609375,15.529999732971191
2019-06-07,11870.650390625,31066.55078125,16109.849609375,14.859999656677246
2019-06-10,11922.7001953125,31034.0,16362.400390625,14.979999542236328
2019-06-11,11965.599609375,31265.44921875,16448.099609375,14.489999771118164
2019-06-12,11906.2001953125,30965.69921875,16425.94921875,14.119999885559082
2019-06-13,11914.0498046875,30976.099609375,16316.599609375,13.65999984741211
2019-06-14,11823.2998046875,30614.349609375,16268.2001953125,13.899999618530273
2019-06-17,11672.150390625,30273.25,16228.2001953125,14.649999618530273
2019-06-18,11691.5,30351.0,16322.5,14.600000381469727
2019-06-19,11691.4501953125,30362.099609375,16282.7001953125,14.729999542236328
2019-06-20,11831.75,30781.099609375,16316.9501953125,14.0
2019-06-21,11724.099609375,30628.349609375,16189.400390625,14.609999656677246
2019-06-24,11699.650390625,30602.05078125,16187.400390625,15.220000267028809
2019-06-25,11796.4501953125,30847.05078125,16214.4501953125,15.010000228881836
2019-06-26,11847.5498046875,31162.349609375,16101.75,14.75
2019-06-27,11841.5498046875,31269.5,15991.7998046875,14.649999618530273
2019-06-28,11788.849609375,31105.19921875,15936.4501953125,14.949999809265137
2019-07-01,11865.599609375,31372.19921875,15916.7001953125,14.600000381469727
2019-07-02,11910.2998046875,31283.30078125,16074.099609375,14.25
2019-07-03,11916.75,31382.30078125,15927.650390625,13.699999809265137
2019-07-04,11946.75,31471.849609375,15942.400390625,13.529999732971191
2019-07-05,11811.150390625,31475.80078125,15550.0498046875,13.069999694824219
2019-07-08,11558.599609375,30603.849609375,15376.0,13.850000381469727
2019-07-09,11555.900390625,30569.150390625,15254.5,13.6899995803833
2019-07-10,11498.900390625,30522.099609375,15168.599609375,13.640000343322754
2019-07-11,11582.900390625,30716.55078125,15214.2998046875,12.470000267028809
2019-07-12,11552.5,30601.44921875,15227.400390625,12.0
2019-07-15,11588.349609375,30445.94921875,15662.0498046875,12.020000457763672
2019-07-16,11662.599609375,30570.80078125,15580.4501953125,11.5600004196167
2019-07-17,11687.5,30735.5,15676.0,11.800000190734863
2019-07-18,11596.900390625,30430.599609375,15498.5,11.75
2019-07-19,11419.25,29770.349609375,15383.650390625,12.520000457763672
2019-07-22,11346.2001953125,29284.94921875,15448.25,13.010000228881836
2019-07-23,11331.0498046875,29128.099609375,15493.400390625,13.430000305175781
2019-07-24,11271.2998046875,28952.25,15380.75,12.760000228881836
2019-07-25,11252.150390625,29043.05078125,15474.650390625,12.640000343322754
2019-07-26,11284.2998046875,29325.30078125,15348.0498046875,12.130000114440918
2019-07-29,11189.2001953125,29295.900390625,15400.849609375,13.0600004196167
2019-07-30,11085.400390625,28791.599609375,15501.650390625,13.609999656677246
2019-07-31,11118.0,28876.0,15620.2001953125,13.59000015258789
2019-08-01,10980.0,28367.25,15332.099609375,14.5600004196167
2019-08-02,10997.349609375,28204.94921875,15422.099609375,15.1899995803833
2019-08-05,10862.599609375,27648.05078125,15518.5498046875,16.59000015258789
2019-08-06,10948.25,28022.099609375,15514.7998046875,16.1200008392334
2019-08-07,10855.5,27702.05078125,15583.349609375,16.739999771118164
2019-08-08,11032.4501953125,28110.44921875,15867.9501953125,16.09000015258789
2019-08-09,11109.650390625,28431.900390625,15821.349609375,15.850000381469727
2019-08-13,10925.849609375,27729.099609375,15424.400390625,17.780000686645508
2019-08-14,11029.400390625,28019.19921875,15466.25,16.360000610351562
2019-08-16,11047.7998046875,28217.0,15365.349609375,16.649999618530273
2019-08-19,11053.900390625,28186.099609375,15415.150390625,16.75
2019-08-20,11017.0,27982.44921875,15597.75,16.6299991607666
2019-08-21,10918.7001953125,27719.05078125,15578.150390625,17.020000457763672
2019-08-22,10741.349609375,27034.19921875,15632.0,17.850000381469727
2019-08-23,10829.349609375,26958.650390625,15816.599609375,17.350000381469727
2019-08-26,11057.849609375,27951.349609375,15890.2001953125,16.65999984741211
2019-08-27,11105.349609375,28126.150390625,15675.2998046875,16.010000228881836
2019-08-28,11046.099609375,27804.30078125,15879.900390625,16.84000015258789
2019-08-29,10948.2998046875,27305.19921875,15884.5498046875,16.43000030517578
2019-08-30,11023.25,27427.849609375,16010.400390625,16.280000686645508
2019-09-03,10797.900390625,26824.150390625,15984.900390625,18.059999465942383
2019-09-04,10844.650390625,27123.849609375,16032.5,17.239999771118164
2019-09-05,10847.900390625,26919.69921875,16030.9501953125,17.270000457763672
2019-09-06,10946.2001953125,27247.900390625,16034.5498046875,16.270000457763672
2019-09-09,11003.0498046875,27504.650390625,15919.400390625,15.850000381469727
2019-09-11,11035.7001953125,27776.19921875,15701.7998046875,15.369999885559082
2019-09-12,10982.7998046875,27818.5,15583.25,14.899999618530273
2019-09-13,11075.900390625,28098.75,15722.900390625,14.119999885559082
2019-09-16,11003.5,27855.0,15743.150390625,14.949999809265137
2019-09-17,10817.599609375,27131.75,15625.650390625,16.020000457763672
2019-09-18,10840.650390625,27172.650390625,15702.2998046875,15.350000381469727
2019-09-19,10704.7998046875,26757.650390625,15522.4501953125,15.550000190734863
2019-09-20,11274.2001953125,28981.55078125,15491.099609375,15.399999618530273
2019-09-23,11600.2001953125,30566.19921875,15040.650390625,16.790000915527344
2019-09-24,11588.2001953125,30183.099609375,15338.650390625,16.729999542236328
2019-09-25,11440.2001953125,29586.05078125,15379.900390625,16.170000076293945
2019-09-26,11571.2001953125,30002.599609375,15312.900390625,16.34000015258789
2019-09-27,11512.400390625,29876.650390625,15236.400390625,16.110000610351562
2019-09-30,11474.4501953125,29103.150390625,15540.150390625,15.869999885559082
2019-10-01,11359.900390625,28725.5,15300.25,16.760000228881836
2019-10-03,11314.0,28414.099609375,15277.9501953125,17.700000762939453
2019-10-04,11174.75,27731.849609375,15340.2998046875,17.579999923706055
2019-10-07,11126.400390625,27767.55078125,15246.75,17.829999923706055
2019-10-09,11313.2998046875,28785.849609375,15128.75,17.15999984741211
2019-10-10,11234.5498046875,28013.44921875,15093.7998046875,17.229999542236328
2019-10-11,11305.0498046875,28042.5,15321.900390625,17.139999389648438
2019-10-14,11341.150390625,28181.94921875,15277.75,17.43000030517578
2019-10-15,11428.2998046875,28555.099609375,15208.400390625,16.850000381469727
2019-10-16,11464.0,28538.80078125,15344.9501953125,16.360000610351562
2019-10-17,11586.349609375,28989.44921875,15281.900390625,15.880000114440918
2019-10-18,11661.849609375,29120.25,15410.099609375,15.930000305175781
2019-10-22,11588.349609375,29411.150390625,14688.650390625,16.809999465942383
2019-10-23,11604.099609375,29459.599609375,14833.349609375,16.540000915527344
2019-10-24,11582.599609375,29107.94921875,14781.5,16.239999771118164
2019-10-25,11583.900390625,29395.94921875,14898.849609375,15.319999694824219
2019-10-29,11786.849609375,29873.05078125,15181.400390625,16.420000076293945
2019-10-30,11844.099609375,29987.5,15395.650390625,16.65999984741211
2019-10-31,11877.4501953125,30066.25,15559.400390625,16.280000686645508
2019-11-01,11890.599609375,30330.55078125,15471.2001953125,15.729999542236328
